沈阳市,210100000000
大连市,210200000000
鞍山市,210300000000
抚顺市,210400000000
本溪市,210500000000
丹东市,210600000000
锦州市,210700000000
营口市,210800000000
阜新市,210900000000
辽阳市,211000000000
盘锦市,211100000000
铁岭市,211200000000
朝阳市,211300000000
葫芦岛市,211400000000
和平区,210102000000
沈河区,210103000000
大东区,210104000000
皇姑区,210105000000
铁西区,210106000000
苏家屯区,210111000000
浑南区,210112000000
沈北新区,210113000000
于洪区,210114000000
辽中县,210122000000
康平县,210123000000
法库县,210124000000
新民市,210181000000
中山区,210202000000
西岗区,210203000000
沙河口区,210204000000
甘井子区,210211000000
旅顺口区,210212000000
金州区,210213000000
长海县,210224000000
瓦房店市,210281000000
普兰店市,210282000000
庄河市,210283000000
铁东区,210302000000
铁西区,210303000000
立山区,210304000000
千山区,210311000000
台安县,210321000000
岫岩满族自治县,210323000000
海城市,210381000000
新抚区,210402000000
东洲区,210403000000
望花区,210404000000
顺城区,210411000000
抚顺县,210421000000
新宾满族自治县,210422000000
清原满族自治县,210423000000
平山区,210502000000
溪湖区,210503000000
明山区,210504000000
南芬区,210505000000
本溪满族自治县,210521000000
桓仁满族自治县,210522000000
元宝区,210602000000
振兴区,210603000000
振安区,210604000000
宽甸满族自治县,210624000000
东港市,210681000000
凤城市,210682000000
古塔区,210702000000
凌河区,210703000000
太和区,210711000000
黑山县,210726000000
义县,210727000000
凌海市,210781000000
北镇市,210782000000
站前区,210802000000
西市区,210803000000
鲅鱼圈区,210804000000
老边区,210811000000
盖州市,210881000000
大石桥市,210882000000
海州区,210902000000
新邱区,210903000000
太平区,210904000000
清河门区,210905000000
细河区,210911000000
阜新蒙古族自治县,210921000000
彰武县,210922000000
白塔区,211002000000
文圣区,211003000000
宏伟区,211004000000
弓长岭区,211005000000
太子河区,211011000000
辽阳县,211021000000
灯塔市,211081000000
双台子区,211102000000
兴隆台区,211103000000
大洼县,211121000000
盘山县,211122000000
银州区,211202000000
清河区,211204000000
铁岭县,211221000000
西丰县,211223000000
昌图县,211224000000
调兵山市,211281000000
开原市,211282000000
双塔区,211302000000
龙城区,211303000000
朝阳县,211321000000
建平县,211322000000
喀喇沁左翼蒙古族自治县,211324000000
北票市,211381000000
凌源市,211382000000
连山区,211402000000
龙港区,211403000000
南票区,211404000000
绥中县,211421000000
建昌县,211422000000
兴城市,211481000000
浑河湾街道,210102001000
新华街道,210102002000
西塔街道,210102007000
八经街道,210102013000
马路湾街道,210102016000
集贤街道,210102017000
南湖街道,210102019000
长白街道,210102021000
太原街街道,210102022000
北市场街道,210102023000
南市场街道,210102025000
沈水湾街道,210102027000
浑河站西街道,210102028000
大西街道,210103004000
滨河街道,210103005000
万莲街道,210103006000
大南街道,210103010000
山东庙街道,210103011000
朱剪炉街道,210103013000
新北站街道,210103014000
风雨坛街道,210103015000
皇城街道,210103017000
五里河街道,210103018000
南塔街道,210103019000
泉园街道,210103020000
丰乐街道,210103021000
马官桥街道,210103022000
东陵街道,210103023000
大北街道,210104002000
万泉街道,210104003000
洮昌街道,210104004000
文官街道,210104006000
二台子街道,210104007000
津桥街道,210104008000
东站街道,210104009000
北海街道,210104010000
长安街道,210104012000
新东街道,210104014000
东塔街道,210104015000
小东街道,210104016000
上园街道,210104017000
前进街道,210104018000
三台子街道,210105001000
辽河街道,210105003000
黄河街道,210105008000
三洞桥街道,210105012000
华山街道,210105013000
寿泉街道,210105014000
塔湾街道,210105015000
明廉街道,210105017000
新乐街道,210105019000
舍利塔街道,210105020000
北塔街道,210105021000
陵东街道,210105022000
昆明湖街道,210106001000
工人村街道,210106003000
七路街道,210106005000
启工街道,210106007000
笃工街道,210106013000
兴华街道,210106015000
兴工街道,210106018000
霁虹街道,210106019000
凌空街道,210106020000
重工街道,210106021000
艳粉街道,210106022000
保工街道,210106023000
兴顺街道,210106024000
贵和街道,210106025000
大青中朝友谊街道,210106026000
翟家街道,210106027000
西三环街道,210106028000
大潘街道,210106029000
彭驿站街道,210106030000
高花街道,210106031000
解放街道,210111001000
民主街道,210111003000
临湖街道,210111004000
中兴街道,210111005000
湖西街道,210111006000
八一街道,210111007000
红菱街道,210111008000
林盛街道,210111009000
沙河街道,210111010000
十里河街道,210111011000
陈相街道,210111012000
姚千街道,210111013000
王纲街道,210111014000
永乐街道,210111015000
大沟街道,210111016000
白清街道,210111017000
佟沟街道办事处,210111018000
英达街道,210112007000
东湖街道,210112009000
五三街道,210112010000
浑河站东街道,210112012000
高坎街道,210112014000
满堂街道,210112015000
深井子街道,210112016000
祝家街道,210112017000
白塔街道,210112018000
桃仙街道,210112019000
李相街道,210112020000
营城子街道,210112021000
汪家街道,210112022000
王滨街道,210112023000
望滨街道,210112024000
新城子街道,210113001000
清水台街道,210113002000
辉山街道,210113003000
道义街道,210113004000
虎石台街道,210113006000
财落街道,210113007000
沈北街道,210113009000
马刚街道,210113010000
石佛寺街道,210113011000
黄家街道,210113012000
尹家街道,210113013000
兴隆台街道,210113014000
清泉街道,210113015000
迎宾路街道,210114001000
陵西街道,210114003000
于洪街道,210114005000
北陵街道,210114007000
沙岭街道,210114009000
南阳湖街道,210114010000
城东湖街道,210114011000
平罗街道,210114012000
马三家街道,210114013000
造化街道,210114014000
大兴街道,210114015000
光辉街道,210114016000
蒲西街道办事处,210122001000
蒲东街道办事处,210122002000
于家房镇,210122101000
朱家房镇,210122102000
冷子堡镇,210122103000
刘二堡镇,210122104000
茨榆坨镇,210122105000
新民屯镇,210122106000
满都户镇,210122107000
杨士岗镇,210122108000
肖寨门镇,210122109000
长滩镇,210122110000
四方台镇,210122111000
城郊镇,210122112000
六间房镇,210122113000
养士堡镇,210122114000
潘家堡镇,210122115000
老大房镇,210122117000
大黑岗子镇,210122118000
牛心坨镇,210122119000
北三家子街道,210123001000
胜利街道,210123002000
东关街道,210123003000
小城子镇,210123101000
张强镇,210123102000
方家屯镇,210123103000
郝官屯镇,210123105000
二牛所口镇,210123106000
北四家子乡,210123203000
两家子乡,210123204000
海洲窝堡乡,210123206000
沙金台蒙古族满族乡,210123208000
柳树屯蒙古族满族乡,210123209000
西关屯蒙古族满族乡,210123210000
东升满族蒙古族乡,210123211000
法库镇,210124100000
大孤家子镇,210124101000
三面船镇,210124102000
秀水河子镇,210124103000
叶茂台镇,210124104000
登仕堡子镇,210124105000
柏家沟镇,210124106000
丁家房镇,210124107000
孟家镇,210124108000
十间房镇,210124109000
冯贝堡镇,210124110000
依牛堡子镇,210124111000
五台子镇,210124112000
包家屯镇,210124113000
慈恩寺乡,210124201000
和平乡,210124203000
四家子蒙古族乡,210124208000
双台子乡,210124209000
卧牛石乡,210124210000
东城街道,210181001000
辽滨街道,210181002000
西城街道,210181003000
新柳街道,210181004000
新城街道,210181005000
大红旗镇,210181101000
梁山镇,210181102000
公主屯镇,210181103000
兴隆镇,210181104000
前当堡镇,210181105000
大民屯镇,210181106000
大柳屯镇,210181107000
兴隆堡镇,210181108000
胡台镇,210181109000
法哈牛镇,210181110000
柳河沟镇,210181111000
高台子镇,210181112000
张家屯镇,210181113000
罗家房镇,210181114000
三道岗子镇,210181115000
东蛇山子镇,210181116000
陶家屯镇,210181117000
周坨子镇,210181118000
金五台子乡,210181204000
红旗乡,210181205000
卢家屯乡,210181206000
姚堡乡,210181207000
于家窝堡乡,210181209000
新农乡,210181210000
海军广场街道,210202001000
桂林街道,210202003000
人民路街道,210202005000
青泥洼桥街道,210202008000
昆明街道,210202009000
葵英街道,210202010000
桃源街道,210202011000
老虎滩街道,210202012000
东港街道,210202013000
香炉礁街道,210203001000
站北街道,210203002000
日新街道,210203004000
北京街道,210203005000
八一路街道,210203010000
人民广场街道,210203011000
白云街道,210203013000
中山公园街道,210204002000
白山路街道,210204004000
兴工街道,210204005000
春柳街道,210204006000
马栏街道,210204008000
南沙河口街道,210204009000
黑石礁街道,210204010000
李家街道,210204011000
星海湾街道,210204017000
周水子街道,210211001000
椒金山街道,210211002000
甘井子街道,210211004000
南关岭街道,210211006000
泡崖街道,210211007000
中华路街道,210211008000
兴华街道,210211009000
机场街道,210211010000
辛寨子街道,210211014000
红旗街道,210211015000
凌水街道,210211016000
大连湾街道,210211017000
泉水街道,210211018000
革镇堡街道,210211019000
营城子街道,210211020000
登峰街道,210212001000
市场街道,210212002000
得胜街道,210212003000
光荣街道,210212004000
水师营街道,210212005000
龙王塘街道,210212006000
铁山街道,210212007000
双岛湾街道,210212009000
三涧堡街道,210212010000
长城街道,210212011000
龙头街道,210212012000
北海街道,210212013000
拥政街道,210213001000
友谊街道,210213002000
光明街道,210213003000
马桥子街道,210213004000
海青岛街道,210213005000
大孤山街道,210213006000
中长街道,210213007000
站前街道,210213008000
先进街道,210213009000
董家沟街道,210213011000
金石滩街道,210213012000
湾里街道,210213013000
二十里堡街道,210213014000
亮甲店街道,210213016000
登沙河街道,210213017000
大魏家街道,210213019000
杏树街道,210213020000
七顶山街道,210213021000
华家街道,210213022000
向应街道,210213023000
大李家街道,210213024000
得胜街道,210213025000
大窑湾街道,210213026000
大长山岛镇,210224100000
獐子岛镇,210224101000
小长山乡,210224201000
广鹿乡,210224202000
海洋乡,210224203000
新华办事处,210281001000
文兰办事处,210281002000
岭东办事处,210281003000
共济办事处,210281004000
铁东办事处,210281005000
祝华办事处,210281006000
岗店办事处,210281007000
太阳街道办事处,210281008000
长兴岛办事处,210281009000
九龙办事处,210281010000
交流岛街道,210281011000
复州城镇,210281101000
