南京市,320100000000
无锡市,320200000000
徐州市,320300000000
常州市,320400000000
苏州市,320500000000
南通市,320600000000
连云港市,320700000000
淮安市,320800000000
盐城市,320900000000
扬州市,321000000000
镇江市,321100000000
泰州市,321200000000
宿迁市,321300000000
玄武区,320102000000
秦淮区,320104000000
建邺区,320105000000
鼓楼区,320106000000
浦口区,320111000000
栖霞区,320113000000
雨花台区,320114000000
江宁区,320115000000
六合区,320116000000
溧水区,320117000000
高淳区,320118000000
崇安区,320202000000
南长区,320203000000
北塘区,320204000000
锡山区,320205000000
惠山区,320206000000
滨湖区,320211000000
江阴市,320281000000
宜兴市,320282000000
鼓楼区,320302000000
云龙区,320303000000
贾汪区,320305000000
泉山区,320311000000
铜山区,320312000000
丰县,320321000000
沛县,320322000000
睢宁县,320324000000
新沂市,320381000000
邳州市,320382000000
天宁区,320402000000
钟楼区,320404000000
戚墅堰区,320405000000
新北区,320411000000
武进区,320412000000
溧阳市,320481000000
金坛市,320482000000
虎丘区,320505000000
吴中区,320506000000
相城区,320507000000
姑苏区,320508000000
吴江区,320509000000
常熟市,320581000000
张家港市,320582000000
昆山市,320583000000
太仓市,320585000000
崇川区,320602000000
港闸区,320611000000
通州区,320612000000
海安县,320621000000
如东县,320623000000
启东市,320681000000
如皋市,320682000000
海门市,320684000000
连云区,320703000000
海州区,320706000000
赣榆区,320707000000
东海县,320722000000
灌云县,320723000000
灌南县,320724000000
清河区,320802000000
淮安区,320803000000
淮阴区,320804000000
清浦区,320811000000
涟水县,320826000000
洪泽县,320829000000
盱眙县,320830000000
金湖县,320831000000
亭湖区,320902000000
盐都区,320903000000
响水县,320921000000
滨海县,320922000000
阜宁县,320923000000
射阳县,320924000000
建湖县,320925000000
东台市,320981000000
大丰市,320982000000
广陵区,321002000000
邗江区,321003000000
江都区,321012000000
宝应县,321023000000
仪征市,321081000000
高邮市,321084000000
京口区,321102000000
润州区,321111000000
丹徒区,321112000000
丹阳市,321181000000
扬中市,321182000000
句容市,321183000000
海陵区,321202000000
高港区,321203000000
姜堰区,321204000000
兴化市,321281000000
靖江市,321282000000
泰兴市,321283000000
宿城区,321302000000
宿豫区,321311000000
沭阳县,321322000000
泗阳县,321323000000
泗洪县,321324000000
梅园新村街道,320102002000
新街口街道,320102003000
玄武门街道,320102005000
锁金村街道,320102007000
红山街道,320102008000
孝陵卫街道,320102009000
玄武湖街道,320102010000
